image,caption,audio
9qI2YcUExNE.png,A continuous hissing sound followed by people talking in the background,./data/audiocaps/dataset/train/9qI2YcUExNE.wav
9qGEOvkKABE.png,Tapping vibrations with mid-frequency snoring in the background,./data/audiocaps/dataset/train/9qGEOvkKABE.wav
-y05snaFfBw.png,Insects are buzzing,./data/audiocaps/dataset/train/-y05snaFfBw.wav
-y2j_Uy3148.png,"Someone sneezes, a crowd laughs",./data/audiocaps/dataset/train/-y2j_Uy3148.wav
-xsg8N0P7ZM.png,Young girl and adult woman speaking in foreign language,./data/audiocaps/dataset/train/-xsg8N0P7ZM.wav
-xtqOBHsC5U.png,Car skidding and crashing,./data/audiocaps/dataset/train/-xtqOBHsC5U.wav
-xyHS0dJ3R8.png,Pots and pans being used and person sneezing,./data/audiocaps/dataset/train/-xyHS0dJ3R8.wav
-xzOD_mm4F0.png,Sneezing along with people talking,./data/audiocaps/dataset/train/-xzOD_mm4F0.wav
-y7P1d2pfw8.png,The reversing bleep of a vehicle that is idling or gently moving,./data/audiocaps/dataset/train/-y7P1d2pfw8.wav
h3vsmGl21t8.png,A gun shoots several loud sharp cracks of gunfire,./data/audiocaps/dataset/train/h3vsmGl21t8.wav
visjnhf1XME.png,A man speaks and insects buzz,./data/audiocaps/dataset/train/visjnhf1XME.wav
zea6u-w01EU.png,A truck engine revving several times as wind blows into a microphone and rain falls on a hard surface,./data/audiocaps/dataset/train/zea6u-w01EU.wav
zeS2_Up2AqM.png,"Cows are mooing, goats are bleating, and footsteps are taken along with a woman talking and laughing",./data/audiocaps/dataset/train/zeS2_Up2AqM.wav
zePxdSau0r0.png,Human meowing is followed by a speech.,./data/audiocaps/dataset/train/zePxdSau0r0.wav
zeU1GFn50_k.png,Men speak followed by a duck quacking,./data/audiocaps/dataset/train/zeU1GFn50_k.wav
zeoCHUty4gI.png,A train running on railroad tracks as a train horn is honking alongside railroad crossing signals ringing while wind blows into a microphone,./data/audiocaps/dataset/train/zeoCHUty4gI.wav
zeezHBPQES0.png,Rain falling as leaves rustle followed by thunder cracking in the distance,./data/audiocaps/dataset/train/zeezHBPQES0.wav
x4PPG2a2SAg.png,People speaking and animal calling,./data/audiocaps/dataset/train/x4PPG2a2SAg.wav
2tB9I5UEYsw.png,People speaking while small dog barks,./data/audiocaps/dataset/train/2tB9I5UEYsw.wav
2t9ut2DZ4u0.png,A gun is fired and a person speaks,./data/audiocaps/dataset/train/2t9ut2DZ4u0.wav
2tCBFlfPA3c.png,Insects buzz loudly as a person makes noise,./data/audiocaps/dataset/train/2tCBFlfPA3c.wav
2tBJ77KITio.png,An engine starts and the engine revs up,./data/audiocaps/dataset/train/2tBJ77KITio.wav
2tFEZy-7Irs.png,A chair sliding along the floor with non English words,./data/audiocaps/dataset/train/2tFEZy-7Irs.wav
yBCYvt1kQ3U.png,High frequency humming of a small engine with wind blowing,./data/audiocaps/dataset/train/yBCYvt1kQ3U.wav
EEz6-zTie6w.png,White noise followed by rustling,./data/audiocaps/dataset/train/EEz6-zTie6w.wav
j4EeUGhp15c.png,A car drives at a fairly consistent speed,./data/audiocaps/dataset/train/j4EeUGhp15c.wav
zXy8ajwOuZo.png,An infant crying as a man is talking followed by a toy train horn honking,./data/audiocaps/dataset/train/zXy8ajwOuZo.wav
zXxsgyQkWLM.png,A pig oinking then squealing,./data/audiocaps/dataset/train/zXxsgyQkWLM.wav
zXm-MU32gIQ.png,Rain splattering against a hard surface followed by electronic beeping,./data/audiocaps/dataset/train/zXm-MU32gIQ.wav
zXfrAKTD_gY.png,A helicopter flies as the engine buzzes,./data/audiocaps/dataset/train/zXfrAKTD_gY.wav
zX_ZXeTf0K4.png,A succession of six shotgun gunshots,./data/audiocaps/dataset/train/zX_ZXeTf0K4.wav
hS403BsNeAQ.png,A man talking as a power tool is drilling while birds chirp in the background,./data/audiocaps/dataset/train/hS403BsNeAQ.wav
j4JWQN53QKI.png,A machine runs continuously,./data/audiocaps/dataset/train/j4JWQN53QKI.wav
hRv-YnB22jg.png,Humming of a sewing machine with short bursts of vibrations,./data/audiocaps/dataset/train/hRv-YnB22jg.wav
IfzG8Azq1EQ.png,Wind along with the surf hitting the shore,./data/audiocaps/dataset/train/IfzG8Azq1EQ.wav
j4MW-2uk6kA.png,A bunch of cow bells and a large group of animals move through a small place close by and a faint human voice,./data/audiocaps/dataset/train/j4MW-2uk6kA.wav
R_aURkhdldI.png,An animal imitates a beeping sound multiple times nearby,./data/audiocaps/dataset/train/R_aURkhdldI.wav
hSIHhAtur6g.png,Children drink and belch,./data/audiocaps/dataset/train/hSIHhAtur6g.wav
j4QA8ataTfs.png,Person snoring and then person laughing,./data/audiocaps/dataset/train/j4QA8ataTfs.wav
L4lCbnCU9LQ.png,A young boy crying and wailing and a woman talking as well,./data/audiocaps/dataset/train/L4lCbnCU9LQ.wav
uQPveIpCqbM.png,Some metal taps and a pig oink low,./data/audiocaps/dataset/train/uQPveIpCqbM.wav
RCPb6zSHIrc.png,Soft music plays then a woman laughs and another woman talks,./data/audiocaps/dataset/train/RCPb6zSHIrc.wav
K0nZXLQmxWg.png,"A person speaks as music plays in the background, and then an insect starts buzzing",./data/audiocaps/dataset/train/K0nZXLQmxWg.wav
_WmmnVDID70.png,Rain lightly falling followed by thunder clapping as wind heavily blows into a microphone,./data/audiocaps/dataset/train/_WmmnVDID70.wav
_X-aqlKDqRk.png,A man talking along with sewing machine running followed by the sewing machine pausing and the man continuing to speak,./data/audiocaps/dataset/train/_X-aqlKDqRk.wav
_X3DFNdIkTs.png,A motorcycle revs as water burbles along with speech in the background,./data/audiocaps/dataset/train/_X3DFNdIkTs.wav
uQWcD-QQpCE.png,A loud engine with heavy wind noises,./data/audiocaps/dataset/train/uQWcD-QQpCE.wav
lNMDJjJvsUo.png,Large sneeze with low bass sound with another person talking and a few coughs,./data/audiocaps/dataset/train/lNMDJjJvsUo.wav
aTAvOOE7dr4.png,Loud spraying followed by a police siren and more spraying,./data/audiocaps/dataset/train/aTAvOOE7dr4.wav
aT5EjCnXDP8.png,A pig oinks in a very rapid music-like fashion,./data/audiocaps/dataset/train/aT5EjCnXDP8.wav
0L3B0h26pPE.png,A younger female sneezing then blowing her nose twice,./data/audiocaps/dataset/train/0L3B0h26pPE.wav
0KsA_9pti2A.png,An animal clip clopping outdoors,./data/audiocaps/dataset/train/0KsA_9pti2A.wav
0Ksb8i6I5uw.png,"Busy traffic, a whistle blowing, a vehicle horn sounding",./data/audiocaps/dataset/train/0Ksb8i6I5uw.wav
0KzfNzMBNJw.png,Low rumbling engine idling,./data/audiocaps/dataset/train/0KzfNzMBNJw.wav
0Kp0phOZ6m0.png,"Emergency sirens, vehicles driving",./data/audiocaps/dataset/train/0Kp0phOZ6m0.wav
CWBqo5TdlTE.png,A woman speaking,./data/audiocaps/dataset/train/CWBqo5TdlTE.wav
CWKIe8Hx9TA.png,A man sings while wind blows,./data/audiocaps/dataset/train/CWKIe8Hx9TA.wav
CWSeZYamlTM.png,Continuous running water,./data/audiocaps/dataset/train/CWSeZYamlTM.wav
CWVFEErUg-A.png,An aircraft engine running idle,./data/audiocaps/dataset/train/CWVFEErUg-A.wav
fur4u0QIJSM.png,A man giving a speech with muffled noises,./data/audiocaps/dataset/train/fur4u0QIJSM.wav
0h0Vjbz4Nis.png,"Birds are chirping, a dog is barking, and an adult male is speaking",./data/audiocaps/dataset/train/0h0Vjbz4Nis.wav
0h0MYGPGUWs.png,Male speaking not English,./data/audiocaps/dataset/train/0h0MYGPGUWs.wav
0gzZydagJtQ.png,Water is running and gurgling,./data/audiocaps/dataset/train/0gzZydagJtQ.wav
0hAK5f1tDok.png,Cat meow with background noise and people softly talking,./data/audiocaps/dataset/train/0hAK5f1tDok.wav
0h1tntcFewI.png,Water rushes as an amplified voice speaks and a small audience claps and cheers,./data/audiocaps/dataset/train/0h1tntcFewI.wav
0h0qWV96d9I.png,Low frequency tapping noises in the background,./data/audiocaps/dataset/train/0h0qWV96d9I.wav
0hBObRs5XQk.png,Water moving followed by multiple whistles,./data/audiocaps/dataset/train/0hBObRs5XQk.wav
iCED_QpkDVA.png,Toilet flushing,./data/audiocaps/dataset/train/iCED_QpkDVA.wav
rAzmGpvXPK0.png,Water trickles and splashes with constant humming,./data/audiocaps/dataset/train/rAzmGpvXPK0.wav
k4ggjvnuzbI.png,Rain and hail hit a window while a person speaks,./data/audiocaps/dataset/train/k4ggjvnuzbI.wav
FKmMb8GNI6A.png,Pigeons cooing and wings flapping while a man speaks,./data/audiocaps/dataset/train/FKmMb8GNI6A.wav
FKjiUoDxaJQ.png,Slicing on a wood board is followed by a few tinny thumps,./data/audiocaps/dataset/train/FKjiUoDxaJQ.wav
8zHS_GHkfsI.png,Birds chirping and dogs barking,./data/audiocaps/dataset/train/8zHS_GHkfsI.wav
8zPfyQQ5ARs.png,"Multiple people talking, baby crying",./data/audiocaps/dataset/train/8zPfyQQ5ARs.wav
8zN31uK3ZGg.png,A young girl laughing loudly while a crowd of other people are talking in the background,./data/audiocaps/dataset/train/8zN31uK3ZGg.wav
8zTCLkrrZ3w.png,Woman speaking while water from a tap is running,./data/audiocaps/dataset/train/8zTCLkrrZ3w.wav
8zR9MaTvZV4.png,A man speaks while someone yells in the background,./data/audiocaps/dataset/train/8zR9MaTvZV4.wav
qA3NvxG5K8Y.png,A person whistling sharply as a man talks faintly in the distance,./data/audiocaps/dataset/train/qA3NvxG5K8Y.wav
CriI1Bv0mGk.png,A continuous hum of a machine as a spray of liquid drops across a hard surface,./data/audiocaps/dataset/train/CriI1Bv0mGk.wav
oYTMJc8uPlM.png,A squeaking and typing noise,./data/audiocaps/dataset/train/oYTMJc8uPlM.wav
dzc6_InwS3k.png,Water runs into a sink,./data/audiocaps/dataset/train/dzc6_InwS3k.wav
oYYUBvqUtRI.png,A goat bleats as water runs and a man speaks,./data/audiocaps/dataset/train/oYYUBvqUtRI.wav
GrAt_yPx3CI.png,"Water drips, then hisses and sprays for several seconds",./data/audiocaps/dataset/train/GrAt_yPx3CI.wav
sFnxFfxPOqw.png,Gun fire sounds with people talking and laughing,./data/audiocaps/dataset/train/sFnxFfxPOqw.wav
dzS9Rwo8JII.png,Loud traffic noises,./data/audiocaps/dataset/train/dzS9Rwo8JII.wav
97FpGIdAG9Y.png,Several loud bangs and then a man speaks,./data/audiocaps/dataset/train/97FpGIdAG9Y.wav
97FmqI0hQGA.png,"Goats sounding, followed by a woman speaking and more goats sounding",./data/audiocaps/dataset/train/97FmqI0hQGA.wav
dFheb79-An8.png,Bell ringing a tune,./data/audiocaps/dataset/train/dFheb79-An8.wav
dFkmYxDGem0.png,Several pigeons coo and flap wings nearby,./data/audiocaps/dataset/train/dFkmYxDGem0.wav
97-zPEp0DzU.png,Crickets chirping loudly,./data/audiocaps/dataset/train/97-zPEp0DzU.wav
97D8ATF2VKc.png,Bees are buzzing,./data/audiocaps/dataset/train/97D8ATF2VKc.wav
gZAnkBJMK5k.png,"A small dog play growls and barks, an adult female chuckles softly, and music plays in the background",./data/audiocaps/dataset/train/gZAnkBJMK5k.wav
gZDJAzCPmoc.png,A race engine runs continuously,./data/audiocaps/dataset/train/gZDJAzCPmoc.wav
gZ-eEyI4MSg.png,Some vehicles move,./data/audiocaps/dataset/train/gZ-eEyI4MSg.wav
gZ4HInbq7Is.png,Loud bursts and whooshes,./data/audiocaps/dataset/train/gZ4HInbq7Is.wav
gZNvjAigtF0.png,A loud train horn blaring constantly as train approaches,./data/audiocaps/dataset/train/gZNvjAigtF0.wav
xzJ1bcga-_Y.png,Music playing with people speaking as rain falls and traffic passes,./data/audiocaps/dataset/train/xzJ1bcga-_Y.wav
BwkJyHCDUAU.png,A machine works moving metallic objects,./data/audiocaps/dataset/train/BwkJyHCDUAU.wav
sBvLnTgr-Fo.png,Men grunt and groan as music plays with whooshing and an explosion,./data/audiocaps/dataset/train/sBvLnTgr-Fo.wav
xzQ9Q4UKOjY.png,A baby is crying,./data/audiocaps/dataset/train/xzQ9Q4UKOjY.wav
uTK7ds3aavA.png,Wind blows and waves crash against a shore,./data/audiocaps/dataset/train/uTK7ds3aavA.wav
xzXbCedhlSg.png,A motor revs several times,./data/audiocaps/dataset/train/xzXbCedhlSg.wav
R9qszEUm2Pw.png,"Rotatory noises, accompanied with yelling",./data/audiocaps/dataset/train/R9qszEUm2Pw.wav
eoZpZNbJG44.png,A man speaking as metal clacks once while food and oil sizzle,./data/audiocaps/dataset/train/eoZpZNbJG44.wav
HtFELKc0TA0.png,A emergency vehicle is driving with the siren on,./data/audiocaps/dataset/train/HtFELKc0TA0.wav
1S175spcJwA.png,"Musical notes, whistling, a man speaks",./data/audiocaps/dataset/train/1S175spcJwA.wav
1S5WKCcf-wU.png,A train horn goes off and a man is speaking,./data/audiocaps/dataset/train/1S5WKCcf-wU.wav
1S2BISM1lrw.png,A very loud and long explosion,./data/audiocaps/dataset/train/1S2BISM1lrw.wav
1Rr5uLR8V7o.png,Pig oinking and child speaking,./data/audiocaps/dataset/train/1Rr5uLR8V7o.wav
1RpnBTT-dxU.png,A man is speaking and a dog is barking in the distance,./data/audiocaps/dataset/train/1RpnBTT-dxU.wav
1RsUqOFK9Qg.png,A man speaks and a bird chirps,./data/audiocaps/dataset/train/1RsUqOFK9Qg.wav
1S81_DY_wzE.png,A gasp followed by muffled people talking,./data/audiocaps/dataset/train/1S81_DY_wzE.wav
1S6FsFXzRe4.png,"Water flows, a man speaks, followed by a quick jerk of a shower curtain",./data/audiocaps/dataset/train/1S6FsFXzRe4.wav
R9b7o_J_Oso.png,A singing horn blows and tires screech,./data/audiocaps/dataset/train/R9b7o_J_Oso.wav
fLqTDNAPzcA.png,A bus decelerates then comes to a stop,./data/audiocaps/dataset/train/fLqTDNAPzcA.wav
cQSInn5rTE8.png,Two women talks and a cat meows shortly,./data/audiocaps/dataset/train/cQSInn5rTE8.wav
cQTSlAuirbo.png,Motorboat with high winds and a man laughing,./data/audiocaps/dataset/train/cQTSlAuirbo.wav
h0vOoNtIGYI.png,A rooster crows and an animal releases gas,./data/audiocaps/dataset/train/h0vOoNtIGYI.wav
h1-zywry4fQ.png,A high pitched train whistle makes a noise a closer louder train whistle makes a noise in response,./data/audiocaps/dataset/train/h1-zywry4fQ.wav
h0_L_EzzQKE.png,Sheep bleat and people speak in the distance,./data/audiocaps/dataset/train/h0_L_EzzQKE.wav
Gr8s4MZs0Fo.png,"A sink fills with water nearby, after which a woman speaks loudly",./data/audiocaps/dataset/train/Gr8s4MZs0Fo.wav
SBJ78YSewMY.png,An engine works in idle nearby,./data/audiocaps/dataset/train/SBJ78YSewMY.wav
p0fglJzomJQ.png,A steam sound,./data/audiocaps/dataset/train/p0fglJzomJQ.wav
K6SPGeJf6EM.png,Plastic crinkling alongside paper tearing while a person breathes aloud,./data/audiocaps/dataset/train/K6SPGeJf6EM.wav
K6GxO4LdjIo.png,Continuous whistling,./data/audiocaps/dataset/train/K6GxO4LdjIo.wav
hYO0BVqxGfg.png,A series of small pops is followed by an explosion,./data/audiocaps/dataset/train/hYO0BVqxGfg.wav
f_NPS33L80k.png,Someone laughs and coughs while screaming takes place on a television,./data/audiocaps/dataset/train/f_NPS33L80k.wav
XgP6k5okd-o.png,Humming with people speaking and a horn blowing then engines revving and idling,./data/audiocaps/dataset/train/XgP6k5okd-o.wav
p0aqRJjleeo.png,A woman speaks and then a kid yells loudly as soft voices speak softly in the background,./data/audiocaps/dataset/train/p0aqRJjleeo.wav
HEg1bmaRqlA.png,A siren whales and passes on the street,./data/audiocaps/dataset/train/HEg1bmaRqlA.wav
XUV27YtDCUM.png,Engine vibrating and grinding,./data/audiocaps/dataset/train/XUV27YtDCUM.wav
ZSS-c_V7vBA.png,Bark and growling,./data/audiocaps/dataset/train/ZSS-c_V7vBA.wav
HEbH_R8O_9s.png,A train chugging along railroad tracks as the train blows the whistle continuously,./data/audiocaps/dataset/train/HEbH_R8O_9s.wav
ZSNGRfd319U.png,People talk in the foreground and then a pig oinks,./data/audiocaps/dataset/train/ZSNGRfd319U.wav
bYcNTWgMOec.png,Waves are moving across the water and crashing ashore,./data/audiocaps/dataset/train/bYcNTWgMOec.wav
bYXxPsntCWM.png,Wind blows and water splashes as a man speaks,./data/audiocaps/dataset/train/bYXxPsntCWM.wav
Pu44gdC8Ffs.png,A woman speaks then a sewing machine runs shortly thereafter,./data/audiocaps/dataset/train/Pu44gdC8Ffs.wav
dADr6479WTM.png,Man snoring loudly,./data/audiocaps/dataset/train/dADr6479WTM.wav
cWLnYfif9Ic.png,A person types rapidly and then slowly on a computer keyboard,./data/audiocaps/dataset/train/cWLnYfif9Ic.wav
S0qhPDI6ctM.png,"A machine gun fires loudly multiple times, followed by laughter, after which a machine gun fires rapidly",./data/audiocaps/dataset/train/S0qhPDI6ctM.wav
S0nWcDB7wyk.png,Insects buzzing as footsteps walk on foliage,./data/audiocaps/dataset/train/S0nWcDB7wyk.wav
bmL4fpXbMD4.png,Water splashing and gurgling sounds,./data/audiocaps/dataset/train/bmL4fpXbMD4.wav
S16bgMnd-LY.png,Birds chirping and rustling followed by a man whistling and a child cooing,./data/audiocaps/dataset/train/S16bgMnd-LY.wav
S10xSjTnWq8.png,Low soft static and a steady ticktock the whole time,./data/audiocaps/dataset/train/S10xSjTnWq8.wav
uGyRLcQLZd8.png,A helicopter engine runs and wind blows,./data/audiocaps/dataset/train/uGyRLcQLZd8.wav
Fm9MMRvkax0.png,A girl laughing as a person is snoring,./data/audiocaps/dataset/train/Fm9MMRvkax0.wav
FmGDvbHC02Y.png,A machine beeps as people talk nearby,./data/audiocaps/dataset/train/FmGDvbHC02Y.wav
FmADS4QkUA0.png,A woman and a man talking through a telephone speaker followed by another man laughing then talking,./data/audiocaps/dataset/train/FmADS4QkUA0.wav
E4xuCRho7T4.png,An idle vehicle engine running as wind blows into a microphone,./data/audiocaps/dataset/train/E4xuCRho7T4.wav
4r1zl9r0rM4.png,A door opens and a person is walking,./data/audiocaps/dataset/train/4r1zl9r0rM4.wav
6lFCtlB07ok.png,A young man speaks over the clicking of a door lock and then water gurgles,./data/audiocaps/dataset/train/6lFCtlB07ok.wav
mBcgA8593XU.png,"Steam blows from a train engine, a single clack whacks something and a whistle blows and ends with a toot of the horn",./data/audiocaps/dataset/train/mBcgA8593XU.wav
4qvxpVQ9wHM.png,A horse is trotting,./data/audiocaps/dataset/train/4qvxpVQ9wHM.wav
4qt2ld82sQU.png,A woman is speaking and something pops,./data/audiocaps/dataset/train/4qt2ld82sQU.wav
4r06TZ6uI6k.png,"A cat meows, and a man talks",./data/audiocaps/dataset/train/4r06TZ6uI6k.wav
4r-dZQoswqY.png,"Wind blows hard, an engine revs, water splashes",./data/audiocaps/dataset/train/4r-dZQoswqY.wav
4qzELU-6jFI.png,Someone is snoring,./data/audiocaps/dataset/train/4qzELU-6jFI.wav
nuwyRz7SFho.png,Motorcycle running and revving,./data/audiocaps/dataset/train/nuwyRz7SFho.wav
I50mpdO7w9E.png,Birds chirp as someone speaks,./data/audiocaps/dataset/train/I50mpdO7w9E.wav
KrhfqYRDQzU.png,People speak with hissing insects and splashing water,./data/audiocaps/dataset/train/KrhfqYRDQzU.wav
KrlGnye-d6g.png,Continuous quacking and chirping,./data/audiocaps/dataset/train/KrlGnye-d6g.wav
PO1aJ6zvWaM.png,A kid screaming in the foreground as a man screams then laughs in the background while wind blows into a microphone,./data/audiocaps/dataset/train/PO1aJ6zvWaM.wav
c9Hf4qTxdxs.png,A long explosion happens and someone speaks far away,./data/audiocaps/dataset/train/c9Hf4qTxdxs.wav
c9DsC4YgopY.png,A man speaks and plastic is crinkled,./data/audiocaps/dataset/train/c9DsC4YgopY.wav
JNlDBi3YfXU.png,A surface is rasped while a machine works,./data/audiocaps/dataset/train/JNlDBi3YfXU.wav
JNplBInZ47g.png,Bird chirping followed by gunfire,./data/audiocaps/dataset/train/JNplBInZ47g.wav
4FzOwCafZmE.png,A loudly beeping and shuffling occur,./data/audiocaps/dataset/train/4FzOwCafZmE.wav
4FzeynFTIyA.png,Dogs are barking and a man talking,./data/audiocaps/dataset/train/4FzeynFTIyA.wav
4FzHLWSgnas.png,A woman making a speech,./data/audiocaps/dataset/train/4FzHLWSgnas.wav
4FvtaRgNjl4.png,A group of people chattering then a person burps loudly and a crowd cheers,./data/audiocaps/dataset/train/4FvtaRgNjl4.wav
4Fy1cw9R_ts.png,Young person talking followed by a dog barking,./data/audiocaps/dataset/train/4Fy1cw9R_ts.wav
4FtD0bPvj5E.png,Loud continuous vibration of an apparatus,./data/audiocaps/dataset/train/4FtD0bPvj5E.wav
4FqNXrz9F4s.png,"Music, a vehicle revving, and the gunshots",./data/audiocaps/dataset/train/4FqNXrz9F4s.wav
1q1u4aMQbPo.png,An engine turns over to start a car,./data/audiocaps/dataset/train/1q1u4aMQbPo.wav
1q8Bn5ee5hc.png,A frog is hissing,./data/audiocaps/dataset/train/1q8Bn5ee5hc.wav
1qPEGwBi-rg.png,Loud male speech,./data/audiocaps/dataset/train/1qPEGwBi-rg.wav
1qJMhqDhaqU.png,A cars tires are screeching,./data/audiocaps/dataset/train/1qJMhqDhaqU.wav
1qWIWqV1gyI.png,Several dogs are whimpering,./data/audiocaps/dataset/train/1qWIWqV1gyI.wav
y_KjI-rtO3Q.png,White noise with splashing water and distant speech,./data/audiocaps/dataset/train/y_KjI-rtO3Q.wav
2HNc9hg37Zs.png,Train horn is blowing,./data/audiocaps/dataset/train/2HNc9hg37Zs.wav
gIH_umsbIjM.png,Rustling followed by a bird chirping,./data/audiocaps/dataset/train/gIH_umsbIjM.wav
2HO51LJrbH4.png,A computer voice speaks while water gurgles,./data/audiocaps/dataset/train/2HO51LJrbH4.wav
2HV44iNn3NU.png,An engine revving up,./data/audiocaps/dataset/train/2HV44iNn3NU.wav
2HZVvV6Ezog.png,A man is verbally discussing something while birds chirp,./data/audiocaps/dataset/train/2HZVvV6Ezog.wav
gIb3pkcG7mM.png,Humming and whooshing of a passing plane,./data/audiocaps/dataset/train/gIb3pkcG7mM.wav
1m08yDHXlgQ.png,"A large motor vehicle engine is running, a young adult male sings, and several people laugh",./data/audiocaps/dataset/train/1m08yDHXlgQ.wav
1lyzLPRnxHE.png,Car tires screech and a crowd cheers,./data/audiocaps/dataset/train/1lyzLPRnxHE.wav
rypK-66MF1Y.png,Rustling and light vibrations,./data/audiocaps/dataset/train/rypK-66MF1Y.wav
1lsFTFuLmtw.png,A crowd is applauding,./data/audiocaps/dataset/train/1lsFTFuLmtw.wav
1lyrMUWhLfM.png,A man is talking a truck engine is idling,./data/audiocaps/dataset/train/1lyrMUWhLfM.wav
1lwL0FXlZNg.png,A man is speaking and music is heard,./data/audiocaps/dataset/train/1lwL0FXlZNg.wav
nhHNfkXG65o.png,Several clinking sounds,./data/audiocaps/dataset/train/nhHNfkXG65o.wav
nhU1bLI5GJ0.png,An engine runs continuously,./data/audiocaps/dataset/train/nhU1bLI5GJ0.wav
AnBbj9Z2I08.png,An emergency vehicle siren sounds while a people are murmuring faintly in the background,./data/audiocaps/dataset/train/AnBbj9Z2I08.wav
nhh2Np2E2Ys.png,A race car starts up and revs and then takes off,./data/audiocaps/dataset/train/nhh2Np2E2Ys.wav
ZyhUDJLO-h0.png,"A horn sounds nearby, then a man talks and after that a man snores loudly",./data/audiocaps/dataset/train/ZyhUDJLO-h0.wav
pGwtzlMiFM4.png,Wind and then an engine running,./data/audiocaps/dataset/train/pGwtzlMiFM4.wav
pGo7kTG1Zo8.png,Dishes clinking and clacking,./data/audiocaps/dataset/train/pGo7kTG1Zo8.wav
pGawVy_VTrc.png,A swoosh sound and then loud frying of food while a woman says something very softly,./data/audiocaps/dataset/train/pGawVy_VTrc.wav
IWR6ilR1guE.png,A person snores at moderate speed nearby,./data/audiocaps/dataset/train/IWR6ilR1guE.wav
IWFk97M1xho.png,A man talks then a baby cries and man talks again followed by another baby crying and a man talking,./data/audiocaps/dataset/train/IWFk97M1xho.wav
NGNW__JBuLE.png,A woman laughs shortly followed by a kid speaking and several taps on a surface,./data/audiocaps/dataset/train/NGNW__JBuLE.wav
NGPY84KXaAY.png,Goat baaing while a man talks along with another man talking,./data/audiocaps/dataset/train/NGPY84KXaAY.wav
NG_wRgL4z1k.png,Faint repetitive snoring,./data/audiocaps/dataset/train/NG_wRgL4z1k.wav
NGjiBltqU2c.png,Bells tolling loudly,./data/audiocaps/dataset/train/NGjiBltqU2c.wav
BpEL_iMk_Dw.png,Music plays as rain falls in the distance,./data/audiocaps/dataset/train/BpEL_iMk_Dw.wav
BpCL6uea6bg.png,A motorcycle accelerates and a woman laughs,./data/audiocaps/dataset/train/BpCL6uea6bg.wav
BpC0UfbmqfM.png,"Laughing, speech and ducks quacking",./data/audiocaps/dataset/train/BpC0UfbmqfM.wav
Bp93qDyvBak.png,A toilet flushes and water drains while someone speaks,./data/audiocaps/dataset/train/Bp93qDyvBak.wav
Bp844R512hc.png,A woman speaking continuously,./data/audiocaps/dataset/train/Bp844R512hc.wav
y_Mjuj4oQb0.png,Pigeons coo and flap their wings with wind blowing,./data/audiocaps/dataset/train/y_Mjuj4oQb0.wav
4_yEYBrqSts.png,"A very loud piece of machinery is running, and then abruptly stops",./data/audiocaps/dataset/train/4_yEYBrqSts.wav
4_y3VrzTSGw.png,Chewing with wind blowing,./data/audiocaps/dataset/train/4_y3VrzTSGw.wav
4_xxXlSkwdU.png,"People are speaking, hissing is present, a horn blows, and then a rhythmic clacking begins",./data/audiocaps/dataset/train/4_xxXlSkwdU.wav
4_xMLEQztQ8.png,Baby crawling on floor while communicating followed by a man saying something and a cat meowing,./data/audiocaps/dataset/train/4_xMLEQztQ8.wav
4_vY-cFR1eE.png,"Soft clinking occurs, an adult male speaks, and a dog barks",./data/audiocaps/dataset/train/4_vY-cFR1eE.wav
4_uTXaH4IrA.png,A car making a revving engine noise while pumping the accelerator,./data/audiocaps/dataset/train/4_uTXaH4IrA.wav
4_u7bY79q5c.png,"The wind is blowing, birds are chirping, and an adult male is speaking in the background",./data/audiocaps/dataset/train/4_u7bY79q5c.wav
4_yjwpUjOp8.png,"People speak, traffic in the distance",./data/audiocaps/dataset/train/4_yjwpUjOp8.wav
8dzf1mE7e0I.png,"A person is smacking their lips, then speaking and putting down silverware",./data/audiocaps/dataset/train/8dzf1mE7e0I.wav
3_yjbxKXHP0.png,"Female coughs, then male and female speaking while typing",./data/audiocaps/dataset/train/3_yjbxKXHP0.wav
3a-Qgxgl_wE.png,"Humming of electricity, a woman makes a noise and a baby laughs",./data/audiocaps/dataset/train/3a-Qgxgl_wE.wav
3a-Yo8NApp4.png,A person snoring and another laughing,./data/audiocaps/dataset/train/3a-Yo8NApp4.wav
3a1zQRN7XgY.png,"A man starts talking, and a sheep bleats",./data/audiocaps/dataset/train/3a1zQRN7XgY.wav
3a4E9_gl3so.png,Heavy engine roaring,./data/audiocaps/dataset/train/3a4E9_gl3so.wav
3a4NTNbEIDA.png,Man giving a speech with muffled murmuring,./data/audiocaps/dataset/train/3a4NTNbEIDA.wav
3a5s3wzx_7M.png,An engine is started up,./data/audiocaps/dataset/train/3a5s3wzx_7M.wav
v54nOTjh6Ag.png,A pig oinking and snorting,./data/audiocaps/dataset/train/v54nOTjh6Ag.wav
70zcv06HjpA.png,A woman is doing baby talk and cat meows a little,./data/audiocaps/dataset/train/70zcv06HjpA.wav
70xeRO1BILw.png,"A man is speaking with a strong accent while a water stream is gushing, moving and flowing",./data/audiocaps/dataset/train/70xeRO1BILw.wav
70rWqYGjtLI.png,Wind is blowing hard a dog is barking and a few people are laughing and yelling,./data/audiocaps/dataset/train/70rWqYGjtLI.wav
70wIZnFcM6w.png,Engine running and then accelerating multiple times,./data/audiocaps/dataset/train/70wIZnFcM6w.wav
